stockMission_A[3]	stockMission_A[4]	load_truck_[4]	stockMission_A[2]	stockMission_A[0]	stockMission_A[1]	load_truck_[5]	stockMission_A[5]	load_truck_[6]	unload_truck_[3]	unload_truck_[1]	SOURCE	unload_truck_[2]	
stockMission_A[3]	415.84536575365007	415.84536575365007	334.835063087292	334.835063087292	598.1252342697875	598.1252342697875	646.5505249186073	646.5505249186073	549.273140092372	549.273140092372	346.30574445255604	346.30574445255604	443.85777701592417	443.85777701592417	390.60728564359636	390.60728564359636	340.7414601047985	340.7414601047985	251.81320315516695	251.81320315516695	297.1335336870401	297.1335336870401	289.56824094561784	296.4632290928771	564.4897142962916	564.4897142962916	
stockMission_A[4]	510.5410462004579	510.5410462004579	429.5307435340997	429.5307435340997	709.5615757456304	709.5615757456304	741.246205365415	741.246205365415	643.9688205391799	643.9688205391799	0.0	0.0	503.3507256135879	503.3507256135879	478.1753290963041	478.1753290963041	428.3095035575062	428.3095035575062	82.98933512850152	82.98933512850152	45.2996035411861	45.2996035411861	377.1362843983256	384.03127254558484	652.0577577489995	652.0577577489995	
load_truck_[4]	381.16977207771146	381.16977207771146	300.15946941135337	300.15946941135337	580.1903016228839	580.1903016228839	611.8749312426686	611.8749312426686	514.5975464164334	514.5975464164334	238.20809409567312	238.20809409567312	373.97945149084126	373.97945149084126	348.80405497355747	348.80405497355747	298.93822943475965	298.93822943475965	82.24258281104879	82.24258281104879	119.8709010864699	119.8709010864699	247.765010275579	254.6599984228383	522.6864836262527	522.6864836262527	
stockMission_A[2]	432.57448358605575	432.57448358605575	351.56418091969766	351.56418091969766	614.8543521021932	614.8543521021932	663.2796427510125	663.2796427510125	566.0022579247777	566.0022579247777	330.29255524572307	330.29255524572307	460.58689484832985	460.58689484832985	407.3364034760021	407.3364034760021	357.4705779372042	357.4705779372042	235.80001394833397	235.80001394833397	281.1203444802071	281.1203444802071	306.2973587780236	313.19234692528283	581.2188321286973	581.2188321286973	
stockMission_A[0]	161.13057391664674	161.13057391664674	80.12027125028857	80.12027125028857	360.1511034618195	360.1511034618195	391.83573308160396	391.83573308160396	294.5583482553688	294.5583482553688	512.8038430882704	512.8038430882704	189.14298517892087	189.14298517892087	188.93853787585135	188.93853787585135	202.17877278716236	202.17877278716236	320.47513731528244	320.47513731528244	358.1034555907036	358.1034555907036	176.26647091945375	183.16145906671306	421.55369688230735	421.55369688230735	
stockMission_A[1]	374.2843774306039	374.2843774306039	293.2740747642458	293.2740747642458	534.9971893069721	534.9971893069721	604.989536595561	604.989536595561	507.71215176932577	507.71215176932577	409.9621549740151	409.9621549740151	402.29678869287795	402.29678869287795	349.04629732055014	349.04629732055014	299.1804717817523	299.1804717817523	315.46961367662595	315.46961367662595	360.78994420849904	360.78994420849904	248.0072526225717	254.90224076983102	522.9287259732454	522.9287259732454	
load_truck_[5]	339.6647474316219	339.6647474316219	258.65444476526375	258.65444476526375	538.6852769767944	538.6852769767944	570.3699065965792	570.3699065965792	473.0925217703438	473.0925217703438	279.7762664435833	279.7762664435833	332.47442684475163	332.47442684475163	307.29903032746785	307.29903032746785	257.4332047886701	257.4332047886701	123.8428255958634	123.8428255958634	161.47114387128454	161.47114387128454	206.25998562948945	213.15497377674876	481.181458980163	481.181458980163	
stockMission_A[5]	215.76089780428123	215.76089780428123	134.75059513792306	134.75059513792306	414.7814273494538	414.7814273494538	446.4660569692384	446.4660569692384	349.18867214300315	349.18867214300315	434.86910991384053	434.86910991384053	243.7733090665553	243.7733090665553	237.46756110945307	237.46756110945307	187.60173557065525	187.60173557065525	242.54040414085244	242.54040414085244	280.1687224162735	280.1687224162735	136.4285164114746	143.3235045587339	411.3499897621479	411.3499897621479	
load_truck_[6]	348.0037878174102	348.0037878174102	266.99348515105214	266.99348515105214	547.0243173625828	547.0243173625828	578.7089469823674	578.7089469823674	481.43156215613214	481.43156215613214	271.4246122277517	271.4246122277517	340.8134672305399	340.8134672305399	315.6380707132562	315.6380707132562	265.7722451744584	265.7722451744584	115.48457919727525	115.48457919727525	153.11289747269637	153.11289747269637	214.5990260152778	221.4940141625371	489.5204993659513	489.5204993659513	
unload_truck_[3]	128.1902912145258	128.1902912145258	137.86604277563328	137.86604277563328	246.21054187833317	246.21054187833317	358.89545037948295	358.89545037948295	261.61806555324785	261.61806555324785	703.673861886525	703.673861886525	156.20270247679989	156.20270247679989	155.99825517373037	155.99825517373037	155.34963273476416	155.34963273476416	433.7177540793194	433.7177540793194	471.3460723547406	471.3460723547406	289.5090876834907	296.40407583075	388.61341418018634	388.61341418018634	
