stockMission_A[3]	stockMission_A[4]	stockMission_A[0]	stockMission_A[2]	stockMission_A[1]	DEPOT	stockMission_A[6]	stockMission_A[9]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	
stockMission_A[3]	00:01:55.00	00:01:55.00	00:01:55.00	00:01:55.00	00:01:55.00	00:01:09.65	00:01:09.65	00:01:09.65	00:01:09.65	00:01:09.65	00:02:36.63	00:02:36.63	00:02:36.63	00:02:36.63	00:02:36.63	00:03:36.31	00:03:36.31	00:03:36.31	00:03:36.31	00:03:36.31	00:03:39.47	00:03:39.47	00:03:39.47	00:03:39.47	00:03:39.47	00:02:27.20	00:02:25.61	00:02:24.02	00:02:22.43	00:02:20.84	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:02:07.37	00:02:07.37	00:02:07.37	00:02:07.37	00:02:07.37	00:03:28.28	00:03:28.28	00:03:28.28	00:03:28.28	00:03:28.28	00:01:12.51	00:01:12.51	00:01:12.51	00:01:12.51	00:01:12.51	00:03:53.77	00:03:53.77	00:03:53.77	00:03:53.77	00:03:53.77	
stockMission_A[4]	00:02:33.33	00:02:33.33	00:02:33.33	00:02:33.33	00:02:33.33	00:03:11.68	00:03:11.68	00:03:11.68	00:03:11.68	00:03:11.68	00:01:50.46	00:01:50.46	00:01:50.46	00:01:50.46	00:01:50.46	00:02:00.12	00:02:00.12	00:02:00.12	00:02:00.12	00:02:00.12	00:02:03.28	00:02:03.28	00:02:03.28	00:02:03.28	00:02:03.28	00:01:29.72	00:01:31.26	00:01:32.80	00:01:34.34	00:01:35.87	00:01:52.92	00:01:52.92	00:01:52.92	00:01:52.92	00:01:52.92	00:02:17.51	00:02:17.51	00:02:17.51	00:02:17.51	00:02:17.51	00:01:18.34	00:01:18.34	00:01:18.34	00:01:18.34	00:01:18.34	00:03:15.62	00:03:15.62	00:03:15.62	00:03:15.62	00:03:15.62	00:02:17.57	00:02:17.57	00:02:17.57	00:02:17.57	00:02:17.57	
stockMission_A[0]	00:01:09.23	00:01:09.23	00:01:09.23	00:01:09.23	00:01:09.23	00:01:22.06	00:01:22.06	00:01:22.06	00:01:22.06	00:01:22.06	00:02:04.32	00:02:04.32	00:02:04.32	00:02:04.32	00:02:04.32	00:03:04.78	00:03:04.78	00:03:04.78	00:03:04.78	00:03:04.78	00:03:07.94	00:03:07.94	00:03:07.94	00:03:07.94	00:03:07.94	00:02:03.56	00:02:01.97	00:02:00.38	00:01:58.80	00:01:57.20	00:02:13.32	00:02:13.32	00:02:13.32	00:02:13.32	00:02:13.32	00:01:12.77	00:01:12.77	00:01:12.77	00:01:12.77	00:01:12.77	00:02:55.15	00:02:55.15	00:02:55.15	00:02:55.15	00:02:55.15	00:01:25.99	00:01:25.99	00:01:25.99	00:01:25.99	00:01:25.99	00:03:22.24	00:03:22.24	00:03:22.24	00:03:22.24	00:03:22.24	
stockMission_A[2]	00:02:59.18	00:02:59.18	00:02:59.18	00:02:59.18	00:02:59.18	00:03:36.34	00:03:36.34	00:03:36.34	00:03:36.34	00:03:36.34	00:02:16.32	00:02:16.32	00:02:16.32	00:02:16.32	00:02:16.32	00:02:08.36	00:02:08.36	00:02:08.36	00:02:08.36	00:02:08.36	00:02:11.52	00:02:11.52	00:02:11.52	00:02:11.52	00:02:11.52	00:01:55.58	00:01:57.12	00:01:58.65	00:02:00.19	00:02:01.73	00:01:45.96	00:01:45.96	00:01:45.96	00:01:45.96	00:01:45.96	00:02:42.17	00:02:42.17	00:02:42.17	00:02:42.17	00:02:42.17	00:01:18.86	00:01:18.86	00:01:18.86	00:01:18.86	00:01:18.86	00:03:40.28	00:03:40.28	00:03:40.28	00:03:40.28	00:03:40.28	00:02:25.81	00:02:25.81	00:02:25.81	00:02:25.81	00:02:25.81	
stockMission_A[1]	00:02:37.05	00:02:37.05	00:02:37.05	00:02:37.05	00:02:37.05	00:03:03.36	00:03:03.36	00:03:03.36	00:03:03.36	00:03:03.36	00:02:09.58	00:02:09.58	00:02:09.58	00:02:09.58	00:02:09.58	00:02:15.87	00:02:15.87	00:02:15.87	00:02:15.87	00:02:15.87	00:02:19.03	00:02:19.03	00:02:19.03	00:02:19.03	00:02:19.03	00:01:59.35	00:02:00.89	00:02:02.42	00:02:03.96	00:02:05.50	00:01:16.00	00:01:16.00	00:01:16.00	00:01:16.00	00:01:16.00	00:02:09.19	00:02:09.19	00:02:09.19	00:02:09.19	00:02:09.19	00:01:29.32	00:01:29.32	00:01:29.32	00:01:29.32	00:01:29.32	00:03:07.29	00:03:07.29	00:03:07.29	00:03:07.29	00:03:07.29	00:02:33.32	00:02:33.32	00:02:33.32	00:02:33.32	00:02:33.32	
DEPOT	00:01:16.66	00:01:15.07	00:01:13.48	00:01:11.89	00:01:10.30	00:02:06.56	00:02:04.97	00:02:03.38	00:02:01.79	00:02:00.20	00:00:53.90	00:00:55.43	00:00:56.97	00:00:57.32	00:00:55.73	00:01:22.17	00:01:23.70	00:01:25.24	00:01:26.78	00:01:28.32	00:01:25.32	00:01:26.86	00:01:28.39	00:01:29.94	00:01:31.47	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:29.29	00:01:30.83	00:01:32.37	00:01:33.91	00:01:35.44	00:01:19.45	00:01:17.86	00:01:16.27	00:01:14.68	00:01:13.09	00:01:14.13	00:01:15.67	00:01:17.21	00:01:18.75	00:01:20.28	00:02:10.49	00:02:08.91	00:02:07.31	00:02:05.73	00:02:04.14	00:01:39.62	00:01:41.16	00:01:42.69	00:01:44.23	00:01:45.77	
stockMission_A[6]	00:02:26.95	00:02:26.95	00:02:26.95	00:02:26.95	00:02:26.95	00:02:53.26	00:02:53.26	00:02:53.26	00:02:53.26	00:02:53.26	00:01:59.48	00:01:59.48	00:01:59.48	00:01:59.48	00:01:59.48	00:02:13.24	00:02:13.24	00:02:13.24	00:02:13.24	00:02:13.24	00:02:16.40	00:02:16.40	00:02:16.40	00:02:16.40	00:02:16.40	00:01:56.72	00:01:58.26	00:01:59.79	00:02:01.34	00:02:02.87	00:01:05.90	00:01:05.90	00:01:05.90	00:01:05.90	00:01:05.90	00:01:59.09	00:01:59.09	00:01:59.09	00:01:59.09	00:01:59.09	00:01:26.69	00:01:26.69	00:01:26.69	00:01:26.69	00:01:26.69	00:02:57.20	00:02:57.20	00:02:57.20	00:02:57.20	00:02:57.20	00:02:30.70	00:02:30.70	00:02:30.70	00:02:30.70	00:02:30.70	
stockMission_A[9]	00:02:29.17	00:02:29.17	00:02:29.17	00:02:29.17	00:02:29.17	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:01:46.30	00:01:46.30	00:01:46.30	00:01:46.30	00:01:46.30	00:01:41.62	00:01:41.62	00:01:41.62	00:01:41.62	00:01:41.62	00:01:44.78	00:01:44.78	00:01:44.78	00:01:44.78	00:01:44.78	00:01:25.56	00:01:27.10	00:01:28.63	00:01:30.17	00:01:31.71	00:02:11.95	00:02:11.95	00:02:11.95	00:02:11.95	00:02:11.95	00:02:13.76	00:02:13.76	00:02:13.76	00:02:13.76	00:02:13.76	00:01:32.61	00:01:32.61	00:01:32.61	00:01:32.61	00:01:32.61	00:03:11.86	00:03:11.86	00:03:11.86	00:03:11.86	00:03:11.86	00:01:59.07	00:01:59.07	00:01:59.07	00:01:59.07	00:01:59.07	
stockMission_A[5]	00:01:40.37	00:01:40.37	00:01:40.37	00:01:40.37	00:01:40.37	00:00:47.01	00:00:47.01	00:00:47.01	00:00:47.01	00:00:47.01	00:02:35.47	00:02:35.47	00:02:35.47	00:02:35.47	00:02:35.47	00:03:35.93	00:03:35.93	00:03:35.93	00:03:35.93	00:03:35.93	00:03:39.09	00:03:39.09	00:03:39.09	00:03:39.09	00:03:39.09	00:02:37.95	00:02:36.37	00:02:34.77	00:02:33.19	00:02:31.60	00:02:44.47	00:02:44.47	00:02:44.47	00:02:44.47	00:02:44.47	00:01:43.91	00:01:43.91	00:01:43.91	00:01:43.91	00:01:43.91	00:03:26.29	00:03:26.29	00:03:26.29	00:03:26.29	00:03:26.29	00:00:50.94	00:00:50.94	00:00:50.94	00:00:50.94	00:00:50.94	00:03:53.38	00:03:53.38	00:03:53.38	00:03:53.38	00:03:53.38	
stockMission_A[7]	00:02:50.05	00:02:50.05	00:02:50.05	00:02:50.05	00:02:50.05	00:03:16.37	00:03:16.37	00:03:16.37	00:03:16.37	00:03:16.37	00:02:22.59	00:02:22.59	00:02:22.59	00:02:22.59	00:02:22.59	00:02:43.17	00:02:43.17	00:02:43.17	00:02:43.17	00:02:43.17	00:02:46.33	00:02:46.33	00:02:46.33	00:02:46.33	00:02:46.33	00:02:27.19	00:02:28.73	00:02:30.26	00:02:31.80	00:02:33.34	00:01:22.20	00:01:22.20	00:01:22.20	00:01:22.20	00:01:22.20	00:02:22.20	00:02:22.20	00:02:22.20	00:02:22.20	00:02:22.20	00:01:53.67	00:01:53.67	00:01:53.67	00:01:53.67	00:01:53.67	00:03:20.30	00:03:20.30	00:03:20.30	00:03:20.30	00:03:20.30	00:03:00.62	00:03:00.62	00:03:00.62	00:03:00.62	00:03:00.62	
stockMission_A[8]	00:01:30.40	00:01:30.40	00:01:30.40	00:01:30.40	00:01:30.40	00:01:04.29	00:01:04.29	00:01:04.29	00:01:04.29	00:01:04.29	00:02:25.49	00:02:25.49	00:02:25.49	00:02:25.49	00:02:25.49	00:03:25.96	00:03:25.96	00:03:25.96	00:03:25.96	00:03:25.96	00:03:29.11	00:03:29.11	00:03:29.11	00:03:29.11	00:03:29.11	00:02:27.98	00:02:26.39	00:02:24.80	00:02:23.21	00:02:21.62	00:02:34.50	00:02:34.50	00:02:34.50	00:02:34.50	00:02:34.50	00:01:33.94	00:01:33.94	00:01:33.94	00:01:33.94	00:01:33.94	00:03:16.32	00:03:16.32	00:03:16.32	00:03:16.32	00:03:16.32	00:01:08.23	00:01:08.23	00:01:08.23	00:01:08.23	00:01:08.23	00:03:43.41	00:03:43.41	00:03:43.41	00:03:43.41	00:03:43.41	
