DEPOT	stockMission_A[0]	stockMission_A[1]	stockMission_A[2]	stockMission_A[3]	stockMission_A[4]	stockMission_A[5]	stockMission_A[6]	stockMission_A[7]	stockMission_A[8]	stockMission_A[9]
DEPOT	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:54	00:00:55	00:00:57	00:00:57	00:00:56	00:01:25	00:01:27	00:01:28	00:01:30	00:01:31	00:01:22	00:01:24	00:01:25	00:01:27	00:01:28	00:01:17	00:01:15	00:01:13	00:01:12	00:01:10	00:02:07	00:02:05	00:02:03	00:02:02	00:02:00	00:01:14	00:01:16	00:01:17	00:01:19	00:01:20	00:01:29	00:01:31	00:01:32	00:01:34	00:01:35	00:02:10	00:02:09	00:02:07	00:02:06	00:02:04	00:01:40	00:01:41	00:01:43	00:01:44	00:01:46	00:01:19	00:01:18	00:01:16	00:01:15	00:01:13
stockMission_A[0]	00:01:34	00:01:32	00:01:30	00:01:29	00:01:27	00:01:38	00:01:38	00:01:38	00:01:38	00:01:38	00:02:42	00:02:42	00:02:42	00:02:42	00:02:42	00:02:39	00:02:39	00:02:39	00:02:39	00:02:39	00:00:42	00:00:42	00:00:42	00:00:42	00:00:42	00:00:56	00:00:56	00:00:56	00:00:56	00:00:56	00:02:29	00:02:29	00:02:29	00:02:29	00:02:29	00:01:47	00:01:47	00:01:47	00:01:47	00:01:47	00:01:00	00:01:00	00:01:00	00:01:00	00:01:00	00:02:56	00:02:56	00:02:56	00:02:56	00:02:56	00:00:47	00:00:47	00:00:47	00:00:47	00:00:47
stockMission_A[1]	00:01:29	00:01:31	00:01:32	00:01:34	00:01:36	00:01:40	00:01:40	00:01:40	00:01:40	00:01:40	00:01:49	00:01:49	00:01:49	00:01:49	00:01:49	00:01:46	00:01:46	00:01:46	00:01:46	00:01:46	00:02:07	00:02:07	00:02:07	00:02:07	00:02:07	00:02:33	00:02:33	00:02:33	00:02:33	00:02:33	00:00:59	00:00:59	00:00:59	00:00:59	00:00:59	00:00:46	00:00:46	00:00:46	00:00:46	00:00:46	00:02:37	00:02:37	00:02:37	00:02:37	00:02:37	00:02:03	00:02:03	00:02:03	00:02:03	00:02:03	00:01:39	00:01:39	00:01:39	00:01:39	00:01:39
stockMission_A[2]	00:01:30	00:01:31	00:01:33	00:01:34	00:01:36	00:01:50	00:01:50	00:01:50	00:01:50	00:01:50	00:01:46	00:01:46	00:01:46	00:01:46	00:01:46	00:01:38	00:01:38	00:01:38	00:01:38	00:01:38	00:02:33	00:02:33	00:02:33	00:02:33	00:02:33	00:03:10	00:03:10	00:03:10	00:03:10	00:03:10	00:00:53	00:00:53	00:00:53	00:00:53	00:00:53	00:01:20	00:01:20	00:01:20	00:01:20	00:01:20	00:03:14	00:03:14	00:03:14	00:03:14	00:03:14	00:02:00	00:02:00	00:02:00	00:02:00	00:02:00	00:02:16	00:02:16	00:02:16	00:02:16	00:02:16
stockMission_A[3]	00:01:57	00:01:56	00:01:54	00:01:52	00:01:51	00:02:07	00:02:07	00:02:07	00:02:07	00:02:07	00:03:09	00:03:09	00:03:09	00:03:09	00:03:09	00:03:06	00:03:06	00:03:06	00:03:06	00:03:06	00:01:25	00:01:25	00:01:25	00:01:25	00:01:25	00:00:44	00:00:44	00:00:44	00:00:44	00:00:44	00:02:58	00:02:58	00:02:58	00:02:58	00:02:58	00:02:42	00:02:42	00:02:42	00:02:42	00:02:42	00:00:47	00:00:47	00:00:47	00:00:47	00:00:47	00:03:24	00:03:24	00:03:24	00:03:24	00:03:24	00:01:41	00:01:41	00:01:41	00:01:41	00:01:41
stockMission_A[4]	00:01:00	00:01:01	00:01:03	00:01:04	00:01:06	00:01:20	00:01:20	00:01:20	00:01:20	00:01:20	00:01:33	00:01:33	00:01:33	00:01:33	00:01:33	00:01:30	00:01:30	00:01:30	00:01:30	00:01:30	00:02:03	00:02:03	00:02:03	00:02:03	00:02:03	00:02:42	00:02:42	00:02:42	00:02:42	00:02:42	00:00:52	00:00:52	00:00:52	00:00:52	00:00:52	00:01:27	00:01:27	00:01:27	00:01:27	00:01:27	00:02:46	00:02:46	00:02:46	00:02:46	00:02:46	00:01:48	00:01:48	00:01:48	00:01:48	00:01:48	00:01:48	00:01:48	00:01:48	00:01:48	00:01:48
stockMission_A[5]	00:02:12	00:02:10	00:02:09	00:02:07	00:02:06	00:02:09	00:02:09	00:02:09	00:02:09	00:02:09	00:03:13	00:03:13	00:03:13	00:03:13	00:03:13	00:03:10	00:03:10	00:03:10	00:03:10	00:03:10	00:01:14	00:01:14	00:01:14	00:01:14	00:01:14	00:00:21	00:00:21	00:00:21	00:00:21	00:00:21	00:02:56	00:02:56	00:02:56	00:02:56	00:02:56	00:02:18	00:02:18	00:02:18	00:02:18	00:02:18	00:00:25	00:00:25	00:00:25	00:00:25	00:00:25	00:03:27	00:03:27	00:03:27	00:03:27	00:03:27	00:01:18	00:01:18	00:01:18	00:01:18	00:01:18
stockMission_A[6]	00:01:27	00:01:28	00:01:30	00:01:31	00:01:33	00:01:29	00:01:29	00:01:29	00:01:29	00:01:29	00:01:46	00:01:46	00:01:46	00:01:46	00:01:46	00:01:43	00:01:43	00:01:43	00:01:43	00:01:43	00:01:57	00:01:57	00:01:57	00:01:57	00:01:57	00:02:23	00:02:23	00:02:23	00:02:23	00:02:23	00:00:57	00:00:57	00:00:57	00:00:57	00:00:57	00:00:36	00:00:36	00:00:36	00:00:36	00:00:36	00:02:27	00:02:27	00:02:27	00:02:27	00:02:27	00:02:01	00:02:01	00:02:01	00:02:01	00:02:01	00:01:29	00:01:29	00:01:29	00:01:29	00:01:29
stockMission_A[7]	00:02:01	00:02:03	00:02:04	00:02:06	00:02:07	00:01:57	00:01:57	00:01:57	00:01:57	00:01:57	00:02:20	00:02:20	00:02:20	00:02:20	00:02:20	00:02:17	00:02:17	00:02:17	00:02:17	00:02:17	00:02:24	00:02:24	00:02:24	00:02:24	00:02:24	00:02:50	00:02:50	00:02:50	00:02:50	00:02:50	00:01:28	00:01:28	00:01:28	00:01:28	00:01:28	00:00:56	00:00:56	00:00:56	00:00:56	00:00:56	00:02:54	00:02:54	00:02:54	00:02:54	00:02:54	00:02:35	00:02:35	00:02:35	00:02:35	00:02:35	00:01:56	00:01:56	00:01:56	00:01:56	00:01:56
stockMission_A[8]	00:01:58	00:01:56	00:01:55	00:01:53	00:01:52	00:01:55	00:01:55	00:01:55	00:01:55	00:01:55	00:02:59	00:02:59	00:02:59	00:02:59	00:02:59	00:02:56	00:02:56	00:02:56	00:02:56	00:02:56	00:01:00	00:01:00	00:01:00	00:01:00	00:01:00	00:00:34	00:00:34	00:00:34	00:00:34	00:00:34	00:02:46	00:02:46	00:02:46	00:02:46	00:02:46	00:02:05	00:02:05	00:02:05	00:02:05	00:02:05	00:00:38	00:00:38	00:00:38	00:00:38	00:00:38	00:03:13	00:03:13	00:03:13	00:03:13	00:03:13	00:01:04	00:01:04	00:01:04	00:01:04	00:01:04
