stockMission_A[3]	SOURCE	stockMission_A[4]	stockMission_A[0]	stockMission_A[2]	stockMission_A[1]	stockMission_A[6]	stockMission_A[9]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	
stockMission_A[3]	00:03:32.53	00:03:32.53	00:01:32.47	00:01:34.01	00:00:30.00	00:00:30.00	00:02:35.77	00:02:35.77	00:02:02.62	00:02:02.62	00:02:20.02	00:02:20.02	00:03:56.00	00:03:56.00	00:01:27.14	00:01:27.14	00:02:49.28	00:02:49.28	00:02:15.39	00:02:15.39	00:01:37.17	00:01:37.17	
SOURCE	00:02:39.49	00:02:41.03	00:00:00.00	00:00:00.00	00:02:29.25	00:02:30.78	00:01:42.74	00:01:44.27	00:01:54.90	00:01:56.43	00:01:40.61	00:01:42.14	00:03:04.51	00:03:06.05	00:01:35.83	00:01:37.37	00:01:56.25	00:01:57.78	00:02:24.05	00:02:22.46	00:02:01.08	00:02:02.61	
stockMission_A[4]	00:02:13.58	00:02:13.58	00:02:06.64	00:02:08.17	00:03:07.24	00:03:07.24	00:02:10.70	00:02:10.70	00:02:30.24	00:02:30.24	00:02:15.95	00:02:15.95	00:01:57.29	00:01:57.29	00:03:03.03	00:03:03.03	00:01:54.56	00:01:54.56	00:04:06.50	00:04:06.50	00:03:28.28	00:03:28.28	
stockMission_A[0]	00:03:52.63	00:03:52.63	00:01:27.29	00:01:25.70	00:01:59.14	00:01:59.14	00:02:55.87	00:02:55.87	00:02:22.71	00:02:22.71	00:02:40.12	00:02:40.12	00:04:21.57	00:04:21.57	00:01:47.24	00:01:47.24	00:03:09.38	00:03:09.38	00:01:15.85	00:01:15.85	00:01:38.08	00:01:38.08	
stockMission_A[2]	00:03:28.65	00:03:28.65	00:01:05.40	00:01:03.81	00:02:27.82	00:02:27.82	00:02:31.89	00:02:31.89	00:02:25.10	00:02:25.10	00:02:29.76	00:02:29.76	00:03:58.80	00:03:58.80	00:01:49.63	00:01:49.63	00:02:45.40	00:02:45.40	00:01:53.55	00:01:53.55	00:01:40.47	00:01:40.47	
stockMission_A[1]	00:02:35.91	00:02:35.91	00:00:44.42	00:00:45.96	00:02:09.02	00:02:09.02	00:01:39.15	00:01:39.15	00:01:44.63	00:01:44.63	00:01:33.14	00:01:33.14	00:03:06.07	00:03:06.07	00:01:15.60	00:01:15.60	00:01:52.66	00:01:52.66	00:02:19.07	00:02:19.07	00:01:40.85	00:01:40.85	
stockMission_A[6]	00:05:02.85	00:05:02.85	00:02:42.12	00:02:40.53	00:02:28.20	00:02:28.20	00:04:06.09	00:04:06.09	00:03:29.04	00:03:29.04	00:03:46.45	00:03:46.45	00:05:51.64	00:05:51.64	00:02:57.46	00:02:57.46	00:04:19.60	00:04:19.60	00:01:50.06	00:01:50.06	00:02:48.30	00:02:48.30	
stockMission_A[9]	00:04:56.21	00:04:56.21	00:02:40.98	00:02:39.39	00:02:21.56	00:02:21.56	00:03:59.45	00:03:59.45	00:03:22.40	00:03:22.40	00:03:39.81	00:03:39.81	00:05:09.90	00:05:09.90	00:02:50.82	00:02:50.82	00:04:12.96	00:04:12.96	00:01:43.42	00:01:43.42	00:02:41.66	00:02:41.66	
stockMission_A[5]	00:03:35.01	00:03:35.01	00:01:11.77	00:01:10.18	00:02:21.46	00:02:21.46	00:02:38.25	00:02:38.25	00:02:18.74	00:02:18.74	00:02:36.13	00:02:36.13	00:04:05.17	00:04:05.17	00:01:43.26	00:01:43.26	00:02:51.76	00:02:51.76	00:01:47.19	00:01:47.19	00:01:34.10	00:01:34.10	
stockMission_A[7]	00:02:11.57	00:02:11.57	00:01:46.29	00:01:47.82	00:02:36.59	00:02:36.59	00:01:37.48	00:01:37.48	00:01:57.01	00:01:57.01	00:01:42.73	00:01:42.73	00:01:55.27	00:01:55.27	00:02:41.08	00:02:41.08	00:02:02.58	00:02:02.58	00:03:44.54	00:03:44.54	00:03:06.32	00:03:06.32	
stockMission_A[8]	00:03:45.38	00:03:45.38	00:01:26.83	00:01:25.24	00:01:58.97	00:01:58.97	00:02:48.62	00:02:48.62	00:02:15.46	00:02:15.46	00:02:32.87	00:02:32.87	00:04:15.53	00:04:15.53	00:01:39.98	00:01:39.98	00:03:02.13	00:03:02.13	00:01:16.30	00:01:16.30	00:01:30.82	00:01:30.82	
