stockMission_A[3]	stockMission_A[4]	stockMission_A[0]	stockMission_A[2]	stockMission_A[1]	DEPOT	stockMission_A[6]	stockMission_A[9]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	
stockMission_A[3]	00:01:25.00	00:01:25.00	00:01:25.00	00:01:25.00	00:00:43.65	00:00:43.65	00:00:43.65	00:00:43.65	00:02:06.63	00:02:06.63	00:02:06.63	00:02:06.63	00:03:06.31	00:03:06.31	00:03:06.31	00:03:06.31	00:03:09.47	00:03:09.47	00:03:09.47	00:03:09.47	00:01:57.20	00:01:55.61	00:01:54.02	00:01:52.43	00:02:41.93	00:02:41.93	00:02:41.93	00:02:41.93	00:01:41.37	00:01:41.37	00:01:41.37	00:01:41.37	00:02:58.28	00:02:58.28	00:02:58.28	00:02:58.28	00:00:46.51	00:00:46.51	00:00:46.51	00:00:46.51	00:03:23.77	00:03:23.77	00:03:23.77	00:03:23.77	
stockMission_A[4]	00:02:03.33	00:02:03.33	00:02:03.33	00:02:03.33	00:02:41.68	00:02:41.68	00:02:41.68	00:02:41.68	00:01:20.46	00:01:20.46	00:01:20.46	00:01:20.46	00:01:30.12	00:01:30.12	00:01:30.12	00:01:30.12	00:01:33.28	00:01:33.28	00:01:33.28	00:01:33.28	00:00:59.72	00:01:01.26	00:01:02.80	00:01:04.34	00:01:26.92	00:01:26.92	00:01:26.92	00:01:26.92	00:01:47.51	00:01:47.51	00:01:47.51	00:01:47.51	00:00:52.34	00:00:52.34	00:00:52.34	00:00:52.34	00:02:45.62	00:02:45.62	00:02:45.62	00:02:45.62	00:01:47.57	00:01:47.57	00:01:47.57	00:01:47.57	
stockMission_A[0]	00:00:41.70	00:00:41.70	00:00:41.70	00:00:41.70	00:00:56.06	00:00:56.06	00:00:56.06	00:00:56.06	00:01:38.32	00:01:38.32	00:01:38.32	00:01:38.32	00:02:38.78	00:02:38.78	00:02:38.78	00:02:38.78	00:02:41.94	00:02:41.94	00:02:41.94	00:02:41.94	00:01:33.56	00:01:31.97	00:01:30.38	00:01:28.80	00:01:47.32	00:01:47.32	00:01:47.32	00:01:47.32	00:00:46.77	00:00:46.77	00:00:46.77	00:00:46.77	00:02:29.15	00:02:29.15	00:02:29.15	00:02:29.15	00:00:59.99	00:00:59.99	00:00:59.99	00:00:59.99	00:02:56.24	00:02:56.24	00:02:56.24	00:02:56.24	
stockMission_A[2]	00:02:33.18	00:02:33.18	00:02:33.18	00:02:33.18	00:03:10.34	00:03:10.34	00:03:10.34	00:03:10.34	00:01:50.32	00:01:50.32	00:01:50.32	00:01:50.32	00:01:38.36	00:01:38.36	00:01:38.36	00:01:38.36	00:01:45.52	00:01:45.52	00:01:45.52	00:01:45.52	00:01:29.58	00:01:31.12	00:01:32.65	00:01:34.19	00:01:19.96	00:01:19.96	00:01:19.96	00:01:19.96	00:02:16.17	00:02:16.17	00:02:16.17	00:02:16.17	00:00:52.86	00:00:52.86	00:00:52.86	00:00:52.86	00:03:14.28	00:03:14.28	00:03:14.28	00:03:14.28	00:01:59.81	00:01:59.81	00:01:59.81	00:01:59.81	
stockMission_A[1]	00:02:07.05	00:02:07.05	00:02:07.05	00:02:07.05	00:02:33.36	00:02:33.36	00:02:33.36	00:02:33.36	00:01:39.58	00:01:39.58	00:01:39.58	00:01:39.58	00:01:45.87	00:01:45.87	00:01:45.87	00:01:45.87	00:01:49.03	00:01:49.03	00:01:49.03	00:01:49.03	00:01:29.35	00:01:30.89	00:01:32.42	00:01:33.96	00:00:46.00	00:00:46.00	00:00:46.00	00:00:46.00	00:01:39.19	00:01:39.19	00:01:39.19	00:01:39.19	00:00:59.32	00:00:59.32	00:00:59.32	00:00:59.32	00:02:37.29	00:02:37.29	00:02:37.29	00:02:37.29	00:02:03.32	00:02:03.32	00:02:03.32	00:02:03.32	
DEPOT	00:01:16.66	00:01:15.07	00:01:13.48	00:01:11.89	00:02:06.56	00:02:04.97	00:02:03.38	00:02:01.79	00:00:53.90	00:00:55.43	00:00:56.97	00:00:57.32	00:01:22.17	00:01:23.70	00:01:25.24	00:01:26.78	00:01:25.32	00:01:26.86	00:01:28.39	00:01:29.94	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:29.29	00:01:30.83	00:01:32.37	00:01:33.91	00:01:19.45	00:01:17.86	00:01:16.27	00:01:14.68	00:01:14.13	00:01:15.67	00:01:17.21	00:01:18.75	00:02:10.49	00:02:08.91	00:02:07.31	00:02:05.73	00:01:39.62	00:01:41.16	00:01:42.69	00:01:44.23	
stockMission_A[6]	00:01:56.95	00:01:56.95	00:01:56.95	00:01:56.95	00:02:23.26	00:02:23.26	00:02:23.26	00:02:23.26	00:01:29.48	00:01:29.48	00:01:29.48	00:01:29.48	00:01:43.24	00:01:43.24	00:01:43.24	00:01:43.24	00:01:46.40	00:01:46.40	00:01:46.40	00:01:46.40	00:01:26.72	00:01:28.26	00:01:29.79	00:01:31.34	00:00:35.90	00:00:35.90	00:00:35.90	00:00:35.90	00:01:29.09	00:01:29.09	00:01:29.09	00:01:29.09	00:00:56.69	00:00:56.69	00:00:56.69	00:00:56.69	00:02:27.20	00:02:27.20	00:02:27.20	00:02:27.20	00:02:00.70	00:02:00.70	00:02:00.70	00:02:00.70	
stockMission_A[9]	00:01:59.17	00:01:59.17	00:01:59.17	00:01:59.17	00:02:37.93	00:02:37.93	00:02:37.93	00:02:37.93	00:01:16.30	00:01:16.30	00:01:16.30	00:01:16.30	00:01:11.62	00:01:11.62	00:01:11.62	00:01:11.62	00:01:14.78	00:01:14.78	00:01:14.78	00:01:14.78	00:00:55.56	00:00:57.10	00:00:58.63	00:01:00.17	00:01:45.42	00:01:45.42	00:01:45.42	00:01:45.42	00:01:47.76	00:01:47.76	00:01:47.76	00:01:47.76	00:01:06.61	00:01:06.61	00:01:06.61	00:01:06.61	00:02:41.86	00:02:41.86	00:02:41.86	00:02:41.86	00:01:29.07	00:01:29.07	00:01:29.07	00:01:29.07	
stockMission_A[5]	00:01:14.37	00:01:14.37	00:01:14.37	00:01:14.37	00:00:21.01	00:00:21.01	00:00:21.01	00:00:21.01	00:02:09.47	00:02:09.47	00:02:09.47	00:02:09.47	00:03:09.93	00:03:09.93	00:03:09.93	00:03:09.93	00:03:13.09	00:03:13.09	00:03:13.09	00:03:13.09	00:02:11.95	00:02:10.37	00:02:08.77	00:02:07.19	00:02:18.47	00:02:18.47	00:02:18.47	00:02:18.47	00:01:17.91	00:01:17.91	00:01:17.91	00:01:17.91	00:02:56.29	00:02:56.29	00:02:56.29	00:02:56.29	00:00:24.94	00:00:24.94	00:00:24.94	00:00:24.94	00:03:27.38	00:03:27.38	00:03:27.38	00:03:27.38	
stockMission_A[7]	00:02:24.05	00:02:24.05	00:02:24.05	00:02:24.05	00:02:50.37	00:02:50.37	00:02:50.37	00:02:50.37	00:01:56.59	00:01:56.59	00:01:56.59	00:01:56.59	00:02:17.17	00:02:17.17	00:02:17.17	00:02:17.17	00:02:20.33	00:02:20.33	00:02:20.33	00:02:20.33	00:02:01.19	00:02:02.73	00:02:04.26	00:02:05.80	00:00:56.20	00:00:56.20	00:00:56.20	00:00:56.20	00:01:56.20	00:01:56.20	00:01:56.20	00:01:56.20	00:01:27.67	00:01:27.67	00:01:27.67	00:01:27.67	00:02:54.30	00:02:54.30	00:02:54.30	00:02:54.30	00:02:34.62	00:02:34.62	00:02:34.62	00:02:34.62	
