stockMission_A[3]	stockMission_A[4]	stockMission_A[2]	stockMission_A[0]	stockMission_A[1]	DEPOT	stockMission_A[13]	stockMission_A[6]	stockMission_A[14]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	stockMission_A[10]	stockMission_A[11]	stockMission_A[12]	stockMission_A[9]	
stockMission_A[3]	696.2246051668552	696.2246051668552	696.2246051668552	696.2246051668552	535.4562531761687	535.4562531761687	535.4562531761687	535.4562531761687	540.3243028887639	540.3243028887639	540.3243028887639	540.3243028887639	238.51330307222736	238.51330307222736	238.51330307222736	238.51330307222736	442.04982045437976	442.04982045437976	442.04982045437976	442.04982045437976	474.3844301291659	481.2794182764252	488.1725464408695	495.0798802899311	496.72254918085736	496.72254918085736	496.72254918085736	496.72254918085736	88.60048509668282	88.60048509668282	88.60048509668282	88.60048509668282	176.64244171026877	176.64244171026877	176.64244171026877	176.64244171026877	687.2320123679178	687.2320123679178	687.2320123679178	687.2320123679178	298.6591906443706	298.6591906443706	298.6591906443706	298.6591906443706	528.2681578306199	528.2681578306199	528.2681578306199	528.2681578306199	607.8368710159223	607.8368710159223	607.8368710159223	607.8368710159223	183.3886745322471	183.3886745322471	183.3886745322471	183.3886745322471	534.1905461930534	534.1905461930534	534.1905461930534	534.1905461930534	165.25907694948216	165.25907694948216	165.25907694948216	165.25907694948216	
stockMission_A[4]	89.74205422816304	89.74205422816304	89.74205422816304	89.74205422816304	301.2346329556785	301.2346329556785	301.2346329556785	301.2346329556785	764.5952224131842	764.5952224131842	764.5952224131842	764.5952224131842	563.3984355252513	563.3984355252513	563.3984355252513	563.3984355252513	337.60846124822024	337.60846124822024	337.60846124822024	337.60846124822024	462.53486811523027	455.5382444889086	448.5370407677159	441.54155619486187	278.42005747033016	278.42005747033016	278.42005747033016	278.42005747033016	780.3145473076518	780.3145473076518	780.3145473076518	780.3145473076518	597.499432446187	597.499432446187	597.499432446187	597.499432446187	85.5317736566412	85.5317736566412	85.5317736566412	85.5317736566412	509.56225421516245	509.56225421516245	509.56225421516245	509.56225421516245	1112.1183353841175	1112.1183353841175	1112.1183353841175	1112.1183353841175	832.1077905403424	832.1077905403424	832.1077905403424	832.1077905403424	597.1616364141657	597.1616364141657	597.1616364141657	597.1616364141657	758.4614657174736	758.4614657174736	758.4614657174736	758.4614657174736	740.0182304938083	740.0182304938083	740.0182304938083	740.0182304938083	
stockMission_A[2]	632.1638385324811	632.1638385324811	632.1638385324811	632.1638385324811	471.3954865417947	471.3954865417947	471.3954865417947	471.3954865417947	412.74892912519886	412.74892912519886	412.74892912519886	412.74892912519886	252.04031377463767	252.04031377463767	252.04031377463767	252.04031377463767	377.9890538200057	377.9890538200057	377.9890538200057	377.9890538200057	344.4139014274955	351.3088895747548	358.2020177391991	365.1093515882607	432.6617825464833	432.6617825464833	432.6617825464833	432.6617825464833	109.03392574029189	109.03392574029189	109.03392574029189	109.03392574029189	132.42712501540683	132.42712501540683	132.42712501540683	132.42712501540683	623.171245733544	623.171245733544	623.171245733544	623.171245733544	234.59842400999642	234.59842400999642	234.59842400999642	234.59842400999642	548.7015984742291	548.7015984742291	548.7015984742291	548.7015984742291	480.2614972523572	480.2614972523572	480.2614972523572	480.2614972523572	196.91568523465742	196.91568523465742	196.91568523465742	196.91568523465742	406.6151724294884	406.6151724294884	406.6151724294884	406.6151724294884	127.1072105240805	127.1072105240805	127.1072105240805	127.1072105240805	
stockMission_A[0]	1019.37800590892	1019.37800590892	1019.37800590892	1019.37800590892	812.6102263308468	812.6102263308468	812.6102263308468	812.6102263308468	278.04957828702965	278.04957828702965	278.04957828702965	278.04957828702965	657.2814454933673	657.2814454933673	657.2814454933673	657.2814454933673	765.203221196445	765.203221196445	765.203221196445	765.203221196445	535.6220210836508	542.5170092309102	549.4101373953545	556.3174712444161	819.8759499229224	819.8759499229224	819.8759499229224	819.8759499229224	549.803544089851	549.803544089851	549.803544089851	549.803544089851	711.6213936469821	711.6213936469821	711.6213936469821	711.6213936469821	1010.3854131099829	1010.3854131099829	1010.3854131099829	1010.3854131099829	675.4375942316308	675.4375942316308	675.4375942316308	675.4375942316308	298.72689781850477	298.72689781850477	298.72689781850477	298.72689781850477	204.34997302009626	204.34997302009626	204.34997302009626	204.34997302009626	735.9108444950866	735.9108444950866	735.9108444950866	735.9108444950866	271.91582159131906	271.91582159131906	271.91582159131906	271.91582159131906	560.0548837113467	560.0548837113467	560.0548837113467	560.0548837113467	
stockMission_A[1]	636.0689665484855	636.0689665484855	636.0689665484855	636.0689665484855	442.3072853143197	442.3072853143197	442.3072853143197	442.3072853143197	244.13744778032853	244.13744778032853	244.13744778032853	244.13744778032853	345.9647361812852	345.9647361812852	345.9647361812852	345.9647361812852	381.89418183601015	381.89418183601015	381.89418183601015	381.89418183601015	177.85368667482422	184.74867482208353	191.6418029865278	198.54913683558945	436.5669105624877	436.5669105624877	436.5669105624877	436.5669105624877	324.0266245252593	324.0266245252593	324.0266245252593	324.0266245252593	319.4835316364401	319.4835316364401	319.4835316364401	319.4835316364401	627.0763737495483	627.0763737495483	627.0763737495483	627.0763737495483	292.12855487119634	292.12855487119634	292.12855487119634	292.12855487119634	516.3254717388514	516.3254717388514	516.3254717388514	516.3254717388514	311.65001590748693	311.65001590748693	311.65001590748693	311.65001590748693	379.7279370701997	379.7279370701997	379.7279370701997	379.7279370701997	238.00369108461794	238.00369108461794	238.00369108461794	238.00369108461794	214.54788550403632	214.54788550403632	214.54788550403632	214.54788550403632	
DEPOT	540.1398353788604	533.1432117525387	526.1420080313462	519.1465234584921	296.8788999987397	289.88227637241806	282.8810726512254	275.8855880783713	334.48565565719787	341.3806438044572	348.27377196890137	355.18110581796304	317.78299023505446	324.6779783823137	331.57110654675796	338.47844039581963	317.3543913256105	310.35776769928884	303.35656397809623	296.36107940524215	0.0	0.0	0.0	0.0	340.9605986907609	333.96397506443924	326.96277134324663	319.96728677039255	419.3874027590448	426.28239090630404	433.17551907074835	440.08285291980997	351.8839871559901	358.7789753032494	365.6721034676936	372.5794373167553	531.1472425799232	524.1506189536016	517.149415232409	510.1539306595548	263.9468089249656	270.84179707222484	277.73492523666914	284.64225908573076	669.4741620204314	676.3691501676906	683.262278332135	690.1696121811966	401.99822378435607	408.8932119316154	415.7863400960596	422.69367394512125	351.54619112396887	358.4411792712282	365.3343074356724	372.24164128473404	328.3518989614873	335.2468871087466	342.1400152731908	349.04734912225246	309.9086637378219	316.80365188508114	323.6967800495254	330.60411389858706	
stockMission_A[13]	872.7568469939822	872.7568469939822	872.7568469939822	872.7568469939822	678.995165759817	678.995165759817	678.995165759817	678.995165759817	137.9117277734484	137.9117277734484	137.9117277734484	137.9117277734484	585.2332854185428	585.2332854185428	585.2332854185428	585.2332854185428	618.5820622815071	618.5820622815071	618.5820622815071	618.5820622815071	414.54156712032125	421.4365552675805	428.3296834320248	435.2370172810864	673.2547910079846	673.2547910079846	673.2547910079846	673.2547910079846	344.0013564733267	344.0013564733267	344.0013564733267	344.0013564733267	523.3624240565842	523.3624240565842	523.3624240565842	523.3624240565842	863.764254195045	863.764254195045	863.764254195045	863.764254195045	528.8164353166934	528.8164353166934	528.8164353166934	528.8164353166934	281.19203630059206	281.19203630059206	281.19203630059206	281.19203630059206	205.42429590060684	205.42429590060684	205.42429590060684	205.42429590060684	530.1086568785627	530.1086568785627	530.1086568785627	530.1086568785627	131.77797107773782	131.77797107773782	131.77797107773782	131.77797107773782	354.25269609482234	354.25269609482234	354.25269609482234	354.25269609482234	
stockMission_A[6]	68.63658164511548	68.63658164511548	68.63658164511548	68.63658164511548	270.36826703346406	270.36826703346406	270.36826703346406	270.36826703346406	819.3633214890579	819.3633214890579	819.3633214890579	819.3633214890579	542.2929629422039	542.2929629422039	542.2929629422039	542.2929629422039	316.5029886651728	316.5029886651728	316.5029886651728	316.5029886651728	490.27053721388376	483.2739135875621	476.2727098663694	469.27722529351536	257.31458488728265	257.31458488728265	257.31458488728265	257.31458488728265	759.2090747246041	759.2090747246041	759.2090747246041	759.2090747246041	576.3939598631396	576.3939598631396	576.3939598631396	576.3939598631396	64.42630107359366	64.42630107359366	64.42630107359366	64.42630107359366	488.456781632115	488.456781632115	488.456781632115	488.456781632115	1139.854004482771	1139.854004482771	1139.854004482771	1139.854004482771	886.8758896162161	886.8758896162161	886.8758896162161	886.8758896162161	576.0561638311183	576.0561638311183	576.0561638311183	576.0561638311183	813.2295647933473	813.2295647933473	813.2295647933473	813.2295647933473	723.9367184420842	723.9367184420842	723.9367184420842	723.9367184420842	
stockMission_A[14]	603.190003222068	603.190003222068	603.190003222068	603.190003222068	442.4216512313815	442.4216512313815	442.4216512313815	442.4216512313815	416.98188666366224	416.98188666366224	416.98188666366224	416.98188666366224	223.06647846422442	223.06647846422442	223.06647846422442	223.06647846422442	349.01521850959244	349.01521850959244	349.01521850959244	349.01521850959244	348.6468589659587	355.54184711321795	362.43497527766226	369.3423091267239	403.6879472360701	403.6879472360701	403.6879472360701	403.6879472360701	138.02991593203853	138.02991593203853	138.02991593203853	138.02991593203853	103.45328970499355	103.45328970499355	103.45328970499355	103.45328970499355	594.1974104231308	594.1974104231308	594.1974104231308	594.1974104231308	205.62458869958314	205.62458869958314	205.62458869958314	205.62458869958314	611.8386276015594	611.8386276015594	611.8386276015594	611.8386276015594	484.49445479082044	484.49445479082044	484.49445479082044	484.49445479082044	167.94184992424417	167.94184992424417	167.94184992424417	167.94184992424417	410.84812996795165	410.84812996795165	410.84812996795165	410.84812996795165	131.3401680625437	131.3401680625437	131.3401680625437	131.3401680625437	
stockMission_A[5]	624.9253629958793	624.9253629958793	624.9253629958793	624.9253629958793	432.9928660717157	432.9928660717157	432.9928660717157	432.9928660717157	298.5446055180787	298.5446055180787	298.5446055180787	298.5446055180787	383.68006545460054	383.68006545460054	383.68006545460054	383.68006545460054	370.75057828340374	370.75057828340374	370.75057828340374	370.75057828340374	168.53926743222033	175.43425557947964	182.32738374392392	189.23471759298553	425.4233070098814	425.4233070098814	425.4233070098814	425.4233070098814	268.609969584189	268.609969584189	268.609969584189	268.609969584189	264.06687669536973	264.06687669536973	264.06687669536973	264.06687669536973	615.9327701969419	615.9327701969419	615.9327701969419	615.9327701969419	280.98495131858994	280.98495131858994	280.98495131858994	280.98495131858994	526.393050103214	526.393050103214	526.393050103214	526.393050103214	366.05717364523707	366.05717364523707	366.05717364523707	366.05717364523707	328.5554369146203	328.5554369146203	328.5554369146203	328.5554369146203	292.4108488223681	292.4108488223681	292.4108488223681	292.4108488223681	159.13123056296604	159.13123056296604	159.13123056296604	159.13123056296604	
