stockMission_A[3]	stockMission_A[10]	stockMission_A[4]	stockMission_A[0]	stockMission_A[2]	stockMission_A[1]	DEPOT	stockMission_A[6]	stockMission_A[9]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	
stockMission_A[3]	00:03:20.30	00:03:20.30	00:03:20.30	00:03:20.30	00:03:00.62	00:03:00.62	00:03:00.62	00:03:00.62	00:02:50.05	00:02:50.05	00:02:50.05	00:02:50.05	00:01:37.99	00:01:37.99	00:01:37.99	00:01:37.99	00:02:46.33	00:02:46.33	00:02:46.33	00:02:46.33	00:02:22.20	00:02:22.20	00:02:22.20	00:02:22.20	00:02:27.19	00:02:28.73	00:02:30.26	00:02:31.80	00:01:02.36	00:01:02.36	00:01:02.36	00:01:02.36	00:01:32.19	00:01:32.19	00:01:32.19	00:01:32.19	00:03:16.37	00:03:16.37	00:03:16.37	00:03:16.37	00:01:54.06	00:01:54.06	00:01:54.06	00:01:54.06	00:02:59.17	00:02:59.17	00:02:59.17	00:02:59.17	
stockMission_A[10]	00:01:08.23	00:01:08.23	00:01:08.23	00:01:08.23	00:03:43.41	00:03:43.41	00:03:43.41	00:03:43.41	00:01:30.40	00:01:30.40	00:01:30.40	00:01:30.40	00:02:36.90	00:02:36.90	00:02:36.90	00:02:36.90	00:03:29.11	00:03:29.11	00:03:29.11	00:03:29.11	00:01:33.94	00:01:33.94	00:01:33.94	00:01:33.94	00:02:27.98	00:02:26.39	00:02:24.80	00:02:23.21	00:03:13.26	00:03:13.26	00:03:13.26	00:03:13.26	00:03:13.86	00:03:13.86	00:03:13.86	00:03:13.86	00:01:04.29	00:01:04.29	00:01:04.29	00:01:04.29	00:02:16.77	00:02:16.77	00:02:16.77	00:02:16.77	00:05:05.18	00:05:05.18	00:05:05.18	00:05:05.18	
stockMission_A[4]	00:01:12.51	00:01:12.51	00:01:12.51	00:01:12.51	00:03:53.77	00:03:53.77	00:03:53.77	00:03:53.77	00:01:55.00	00:01:55.00	00:01:55.00	00:01:55.00	00:03:10.34	00:03:10.34	00:03:10.34	00:03:10.34	00:03:39.47	00:03:39.47	00:03:39.47	00:03:39.47	00:02:07.37	00:02:07.37	00:02:07.37	00:02:07.37	00:02:27.20	00:02:25.61	00:02:24.02	00:02:22.43	00:03:46.70	00:03:46.70	00:03:46.70	00:03:46.70	00:03:40.16	00:03:40.16	00:03:40.16	00:03:40.16	00:01:09.65	00:01:09.65	00:01:09.65	00:01:09.65	00:02:50.20	00:02:50.20	00:02:50.20	00:02:50.20	00:05:13.22	00:05:13.22	00:05:13.22	00:05:13.22	
stockMission_A[0]	00:04:44.81	00:04:44.81	00:04:44.81	00:04:44.81	00:01:41.62	00:01:41.62	00:01:41.62	00:01:41.62	00:03:59.18	00:03:59.18	00:03:59.18	00:03:59.18	00:03:15.74	00:03:15.74	00:03:15.74	00:03:15.74	00:01:59.10	00:01:59.10	00:01:59.10	00:01:59.10	00:03:46.70	00:03:46.70	00:03:46.70	00:03:46.70	00:02:52.76	00:02:54.30	00:02:55.83	00:02:57.37	00:02:57.93	00:02:57.93	00:02:57.93	00:02:57.93	00:03:12.82	00:03:12.82	00:03:12.82	00:03:12.82	00:04:40.88	00:04:40.88	00:04:40.88	00:04:40.88	00:03:30.64	00:03:30.64	00:03:30.64	00:03:30.64	00:02:19.31	00:02:19.31	00:02:19.31	00:02:19.31	
stockMission_A[2]	00:03:07.29	00:03:07.29	00:03:07.29	00:03:07.29	00:02:33.32	00:02:33.32	00:02:33.32	00:02:33.32	00:02:37.05	00:02:37.05	00:02:37.05	00:02:37.05	00:01:42.44	00:01:42.44	00:01:42.44	00:01:42.44	00:02:19.03	00:02:19.03	00:02:19.03	00:02:19.03	00:02:09.19	00:02:09.19	00:02:09.19	00:02:09.19	00:01:59.35	00:02:00.89	00:02:02.42	00:02:03.96	00:01:21.28	00:01:21.28	00:01:21.28	00:01:21.28	00:01:20.97	00:01:20.97	00:01:20.97	00:01:20.97	00:03:03.36	00:03:03.36	00:03:03.36	00:03:03.36	00:01:41.05	00:01:41.05	00:01:41.05	00:01:41.05	00:03:18.09	00:03:18.09	00:03:18.09	00:03:18.09	
stockMission_A[1]	00:03:11.86	00:03:11.86	00:03:11.86	00:03:11.86	00:01:59.07	00:01:59.07	00:01:59.07	00:01:59.07	00:02:29.17	00:02:29.17	00:02:29.17	00:02:29.17	00:02:17.82	00:02:17.82	00:02:17.82	00:02:17.82	00:01:44.78	00:01:44.78	00:01:44.78	00:01:44.78	00:02:13.76	00:02:13.76	00:02:13.76	00:02:13.76	00:01:25.56	00:01:27.10	00:01:28.63	00:01:30.17	00:02:10.60	00:02:10.60	00:02:10.60	00:02:10.60	00:01:54.50	00:01:54.50	00:01:54.50	00:01:54.50	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:01:57.69	00:01:57.69	00:01:57.69	00:01:57.69	00:03:11.75	00:03:11.75	00:03:11.75	00:03:11.75	
DEPOT	00:02:10.49	00:02:08.91	00:02:07.31	00:02:05.73	00:01:39.62	00:01:41.16	00:01:42.69	00:01:44.23	00:01:16.66	00:01:15.07	00:01:13.48	00:01:11.89	00:01:31.70	00:01:33.24	00:01:34.77	00:01:36.31	00:01:25.32	00:01:26.86	00:01:28.39	00:01:29.94	00:01:19.45	00:01:17.86	00:01:16.27	00:01:14.68	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:42.11	00:01:43.65	00:01:45.18	00:01:46.73	00:01:26.01	00:01:27.55	00:01:29.09	00:01:30.63	00:02:06.56	00:02:04.97	00:02:03.38	00:02:01.79	00:01:11.57	00:01:13.10	00:01:14.64	00:01:16.18	00:02:56.26	00:02:57.79	00:02:59.33	00:03:00.87	
stockMission_A[6]	00:01:00.44	00:01:00.44	00:01:00.44	00:01:00.44	00:04:04.77	00:04:04.77	00:04:04.77	00:04:04.77	00:01:51.76	00:01:51.76	00:01:51.76	00:01:51.76	00:02:58.26	00:02:58.26	00:02:58.26	00:02:58.26	00:03:50.48	00:03:50.48	00:03:50.48	00:03:50.48	00:01:55.30	00:01:55.30	00:01:55.30	00:01:55.30	00:02:40.07	00:02:38.48	00:02:36.89	00:02:35.30	00:03:34.62	00:03:34.62	00:03:34.62	00:03:34.62	00:03:35.22	00:03:35.22	00:03:35.22	00:03:35.22	00:00:57.58	00:00:57.58	00:00:57.58	00:00:57.58	00:02:38.13	00:02:38.13	00:02:38.13	00:02:38.13	00:05:26.09	00:05:26.09	00:05:26.09	00:05:26.09	
stockMission_A[9]	00:03:03.77	00:03:03.77	00:03:03.77	00:03:03.77	00:02:03.86	00:02:03.86	00:02:03.86	00:02:03.86	00:02:21.07	00:02:21.07	00:02:21.07	00:02:21.07	00:02:09.73	00:02:09.73	00:02:09.73	00:02:09.73	00:01:49.57	00:01:49.57	00:01:49.57	00:01:49.57	00:02:05.66	00:02:05.66	00:02:05.66	00:02:05.66	00:01:17.47	00:01:19.01	00:01:20.54	00:01:22.08	00:02:05.34	00:02:05.34	00:02:05.34	00:02:05.34	00:01:49.24	00:01:49.24	00:01:49.24	00:01:49.24	00:02:59.84	00:02:59.84	00:02:59.84	00:02:59.84	00:01:49.60	00:01:49.60	00:01:49.60	00:01:49.60	00:03:19.37	00:03:19.37	00:03:19.37	00:03:19.37	
stockMission_A[5]	00:03:15.62	00:03:15.62	00:03:15.62	00:03:15.62	00:02:17.57	00:02:17.57	00:02:17.57	00:02:17.57	00:02:33.33	00:02:33.33	00:02:33.33	00:02:33.33	00:02:19.36	00:02:19.36	00:02:19.36	00:02:19.36	00:02:03.28	00:02:03.28	00:02:03.28	00:02:03.28	00:02:17.51	00:02:17.51	00:02:17.51	00:02:17.51	00:01:29.72	00:01:31.26	00:01:32.80	00:01:34.34	00:01:51.57	00:01:51.57	00:01:51.57	00:01:51.57	00:01:35.47	00:01:35.47	00:01:35.47	00:01:35.47	00:03:11.68	00:03:11.68	00:03:11.68	00:03:11.68	00:02:01.44	00:02:01.44	00:02:01.44	00:02:01.44	00:03:07.45	00:03:07.45	00:03:07.45	00:03:07.45	
