stockMission_A[3]	stockMission_A[4]	stockMission_A[2]	stockMission_A[0]	stockMission_A[1]	DEPOT	stockMission_A[13]	stockMission_A[6]	stockMission_A[14]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	stockMission_A[10]	stockMission_A[11]	stockMission_A[12]	stockMission_A[9]	
stockMission_A[3]	00:03:20.30	00:03:20.30	00:03:20.30	00:03:20.30	00:02:50.05	00:02:50.05	00:02:50.05	00:02:50.05	00:02:46.33	00:02:46.33	00:02:46.33	00:02:46.33	00:01:37.99	00:01:37.99	00:01:37.99	00:01:37.99	00:02:22.20	00:02:22.20	00:02:22.20	00:02:22.20	00:02:27.19	00:02:28.73	00:02:30.26	00:02:31.80	00:02:33.85	00:02:33.85	00:02:33.85	00:02:33.85	00:01:02.36	00:01:02.36	00:01:02.36	00:01:02.36	00:01:22.20	00:01:22.20	00:01:22.20	00:01:22.20	00:03:16.37	00:03:16.37	00:03:16.37	00:03:16.37	00:01:54.06	00:01:54.06	00:01:54.06	00:01:54.06	00:02:59.17	00:02:59.17	00:02:59.17	00:02:59.17	00:03:00.62	00:03:00.62	00:03:00.62	00:03:00.62	00:01:21.97	00:01:21.97	00:01:21.97	00:01:21.97	00:02:43.17	00:02:43.17	00:02:43.17	00:02:43.17	00:01:32.19	00:01:32.19	00:01:32.19	00:01:32.19	
stockMission_A[4]	00:01:12.51	00:01:12.51	00:01:12.51	00:01:12.51	00:01:55.00	00:01:55.00	00:01:55.00	00:01:55.00	00:03:39.47	00:03:39.47	00:03:39.47	00:03:39.47	00:03:10.34	00:03:10.34	00:03:10.34	00:03:10.34	00:02:07.37	00:02:07.37	00:02:07.37	00:02:07.37	00:02:27.20	00:02:25.61	00:02:24.02	00:02:22.43	00:01:53.40	00:01:53.40	00:01:53.40	00:01:53.40	00:03:46.70	00:03:46.70	00:03:46.70	00:03:46.70	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:01:09.65	00:01:09.65	00:01:09.65	00:01:09.65	00:02:50.20	00:02:50.20	00:02:50.20	00:02:50.20	00:05:13.22	00:05:13.22	00:05:13.22	00:05:13.22	00:03:53.77	00:03:53.77	00:03:53.77	00:03:53.77	00:03:12.36	00:03:12.36	00:03:12.36	00:03:12.36	00:03:36.31	00:03:36.31	00:03:36.31	00:03:36.31	00:03:40.16	00:03:40.16	00:03:40.16	00:03:40.16	
stockMission_A[2]	00:03:07.29	00:03:07.29	00:03:07.29	00:03:07.29	00:02:37.05	00:02:37.05	00:02:37.05	00:02:37.05	00:02:19.03	00:02:19.03	00:02:19.03	00:02:19.03	00:01:42.44	00:01:42.44	00:01:42.44	00:01:42.44	00:02:09.19	00:02:09.19	00:02:09.19	00:02:09.19	00:01:59.35	00:02:00.89	00:02:02.42	00:02:03.96	00:02:20.84	00:02:20.84	00:02:20.84	00:02:20.84	00:01:21.28	00:01:21.28	00:01:21.28	00:01:21.28	00:01:16.00	00:01:16.00	00:01:16.00	00:01:16.00	00:03:03.36	00:03:03.36	00:03:03.36	00:03:03.36	00:01:41.05	00:01:41.05	00:01:41.05	00:01:41.05	00:03:18.09	00:03:18.09	00:03:18.09	00:03:18.09	00:02:33.32	00:02:33.32	00:02:33.32	00:02:33.32	00:01:26.42	00:01:26.42	00:01:26.42	00:01:26.42	00:02:15.87	00:02:15.87	00:02:15.87	00:02:15.87	00:01:20.97	00:01:20.97	00:01:20.97	00:01:20.97	
stockMission_A[0]	00:04:44.81	00:04:44.81	00:04:44.81	00:04:44.81	00:03:59.18	00:03:59.18	00:03:59.18	00:03:59.18	00:01:59.10	00:01:59.10	00:01:59.10	00:01:59.10	00:03:15.74	00:03:15.74	00:03:15.74	00:03:15.74	00:03:46.70	00:03:46.70	00:03:46.70	00:03:46.70	00:02:52.76	00:02:54.30	00:02:55.83	00:02:57.37	00:03:58.35	00:03:58.35	00:03:58.35	00:03:58.35	00:02:57.93	00:02:57.93	00:02:57.93	00:02:57.93	00:03:36.72	00:03:36.72	00:03:36.72	00:03:36.72	00:04:40.88	00:04:40.88	00:04:40.88	00:04:40.88	00:03:30.64	00:03:30.64	00:03:30.64	00:03:30.64	00:02:19.31	00:02:19.31	00:02:19.31	00:02:19.31	00:01:41.62	00:01:41.62	00:01:41.62	00:01:41.62	00:03:38.09	00:03:38.09	00:03:38.09	00:03:38.09	00:01:55.94	00:01:55.94	00:01:55.94	00:01:55.94	00:03:12.82	00:03:12.82	00:03:12.82	00:03:12.82	
stockMission_A[1]	00:03:11.86	00:03:11.86	00:03:11.86	00:03:11.86	00:02:29.17	00:02:29.17	00:02:29.17	00:02:29.17	00:01:44.78	00:01:44.78	00:01:44.78	00:01:44.78	00:02:17.82	00:02:17.82	00:02:17.82	00:02:17.82	00:02:13.76	00:02:13.76	00:02:13.76	00:02:13.76	00:01:25.56	00:01:27.10	00:01:28.63	00:01:30.17	00:02:25.41	00:02:25.41	00:02:25.41	00:02:25.41	00:02:10.60	00:02:10.60	00:02:10.60	00:02:10.60	00:02:11.95	00:02:11.95	00:02:11.95	00:02:11.95	00:03:07.93	00:03:07.93	00:03:07.93	00:03:07.93	00:01:57.69	00:01:57.69	00:01:57.69	00:01:57.69	00:03:11.75	00:03:11.75	00:03:11.75	00:03:11.75	00:01:59.07	00:01:59.07	00:01:59.07	00:01:59.07	00:02:19.85	00:02:19.85	00:02:19.85	00:02:19.85	00:01:41.62	00:01:41.62	00:01:41.62	00:01:41.62	00:01:54.50	00:01:54.50	00:01:54.50	00:01:54.50	
DEPOT	00:02:10.49	00:02:08.91	00:02:07.31	00:02:05.73	00:01:16.66	00:01:15.07	00:01:13.48	00:01:11.89	00:01:25.32	00:01:26.86	00:01:28.39	00:01:29.94	00:01:31.70	00:01:33.24	00:01:34.77	00:01:36.31	00:01:19.45	00:01:17.86	00:01:16.27	00:01:14.68	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:24.11	00:01:22.52	00:01:20.93	00:01:19.34	00:01:42.11	00:01:43.65	00:01:45.18	00:01:46.73	00:01:29.29	00:01:30.83	00:01:32.37	00:01:33.91	00:02:06.56	00:02:04.97	00:02:03.38	00:02:01.79	00:01:11.57	00:01:13.10	00:01:14.64	00:01:16.18	00:02:56.26	00:02:57.79	00:02:59.33	00:03:00.87	00:01:39.62	00:01:41.16	00:01:42.69	00:01:44.23	00:01:33.72	00:01:35.26	00:01:36.80	00:01:38.34	00:01:22.17	00:01:23.70	00:01:25.24	00:01:26.78	00:01:26.01	00:01:27.55	00:01:29.09	00:01:30.63	
stockMission_A[13]	00:04:24.00	00:04:24.00	00:04:24.00	00:04:24.00	00:03:41.30	00:03:41.30	00:03:41.30	00:03:41.30	00:01:39.75	00:01:39.75	00:01:39.75	00:01:39.75	00:03:10.43	00:03:10.43	00:03:10.43	00:03:10.43	00:03:25.89	00:03:25.89	00:03:25.89	00:03:25.89	00:02:37.70	00:02:39.23	00:02:40.77	00:02:42.31	00:03:37.54	00:03:37.54	00:03:37.54	00:03:37.54	00:02:14.25	00:02:14.25	00:02:14.25	00:02:14.25	00:02:54.64	00:02:54.64	00:02:54.64	00:02:54.64	00:04:20.07	00:04:20.07	00:04:20.07	00:04:20.07	00:03:09.83	00:03:09.83	00:03:09.83	00:03:09.83	00:02:17.99	00:02:17.99	00:02:17.99	00:02:17.99	00:01:54.05	00:01:54.05	00:01:54.05	00:01:54.05	00:02:54.41	00:02:54.41	00:02:54.41	00:02:54.41	00:01:36.59	00:01:36.59	00:01:36.59	00:01:36.59	00:02:29.13	00:02:29.13	00:02:29.13	00:02:29.13	
stockMission_A[6]	00:01:00.44	00:01:00.44	00:01:00.44	00:01:00.44	00:01:51.76	00:01:51.76	00:01:51.76	00:01:51.76	00:03:50.48	00:03:50.48	00:03:50.48	00:03:50.48	00:02:58.26	00:02:58.26	00:02:58.26	00:02:58.26	00:01:55.30	00:01:55.30	00:01:55.30	00:01:55.30	00:02:40.07	00:02:38.48	00:02:36.89	00:02:35.30	00:01:41.33	00:01:41.33	00:01:41.33	00:01:41.33	00:03:34.62	00:03:34.62	00:03:34.62	00:03:34.62	00:02:55.86	00:02:55.86	00:02:55.86	00:02:55.86	00:00:57.58	00:00:57.58	00:00:57.58	00:00:57.58	00:02:38.13	00:02:38.13	00:02:38.13	00:02:38.13	00:05:26.09	00:05:26.09	00:05:26.09	00:05:26.09	00:04:04.77	00:04:04.77	00:04:04.77	00:04:04.77	00:03:00.29	00:03:00.29	00:03:00.29	00:03:00.29	00:03:47.32	00:03:47.32	00:03:47.32	00:03:47.32	00:03:35.22	00:03:35.22	00:03:35.22	00:03:35.22	
stockMission_A[14]	00:02:57.20	00:02:57.20	00:02:57.20	00:02:57.20	00:02:26.95	00:02:26.95	00:02:26.95	00:02:26.95	00:02:16.40	00:02:16.40	00:02:16.40	00:02:16.40	00:01:32.34	00:01:32.34	00:01:32.34	00:01:32.34	00:01:59.09	00:01:59.09	00:01:59.09	00:01:59.09	00:01:56.72	00:01:58.26	00:01:59.79	00:02:01.34	00:02:10.74	00:02:10.74	00:02:10.74	00:02:10.74	00:01:31.39	00:01:31.39	00:01:31.39	00:01:31.39	00:01:05.90	00:01:05.90	00:01:05.90	00:01:05.90	00:02:53.26	00:02:53.26	00:02:53.26	00:02:53.26	00:01:30.95	00:01:30.95	00:01:30.95	00:01:30.95	00:03:15.80	00:03:15.80	00:03:15.80	00:03:15.80	00:02:30.70	00:02:30.70	00:02:30.70	00:02:30.70	00:01:16.32	00:01:16.32	00:01:16.32	00:01:16.32	00:02:13.24	00:02:13.24	00:02:13.24	00:02:13.24	00:01:18.34	00:01:18.34	00:01:18.34	00:01:18.34	
stockMission_A[5]	00:03:15.62	00:03:15.62	00:03:15.62	00:03:15.62	00:02:33.33	00:02:33.33	00:02:33.33	00:02:33.33	00:02:03.28	00:02:03.28	00:02:03.28	00:02:03.28	00:02:19.36	00:02:19.36	00:02:19.36	00:02:19.36	00:02:17.51	00:02:17.51	00:02:17.51	00:02:17.51	00:01:29.72	00:01:31.26	00:01:32.80	00:01:34.34	00:02:29.16	00:02:29.16	00:02:29.16	00:02:29.16	00:01:51.57	00:01:51.57	00:01:51.57	00:01:51.57	00:01:52.92	00:01:52.92	00:01:52.92	00:01:52.92	00:03:11.68	00:03:11.68	00:03:11.68	00:03:11.68	00:02:01.44	00:02:01.44	00:02:01.44	00:02:01.44	00:03:07.45	00:03:07.45	00:03:07.45	00:03:07.45	00:02:17.57	00:02:17.57	00:02:17.57	00:02:17.57	00:02:03.34	00:02:03.34	00:02:03.34	00:02:03.34	00:02:00.12	00:02:00.12	00:02:00.12	00:02:00.12	00:01:35.47	00:01:35.47	00:01:35.47	00:01:35.47	
