stockMission_A[3]	load_truck_[8]	stockMission_A[4]	stockMission_A[2]	stockMission_A[0]	stockMission_A[1]	load_truck_[5]	load_truck_[7]	stockMission_A[6]	load_truck_[6]	stockMission_A[5]	unload_truck_[3]	unload_truck_[4]	unload_truck_[1]	SOURCE	unload_truck_[2]	
stockMission_A[3]	596.2913728288468	596.2913728288468	596.2913728288468	650.4113058796454	650.4113058796454	650.4113058796454	704.0997624263714	704.0997624263714	704.0997624263714	99.93811757824128	99.93811757824128	99.93811757824128	249.45265380699328	249.45265380699328	249.45265380699328	477.697419281036	477.697419281036	477.697419281036	334.7231652655372	334.7231652655372	334.7231652655372	162.2127944152383	162.2127944152383	162.2127944152383	75.03448133075443	75.03448133075443	75.03448133075443	369.03526528790036	369.03526528790036	369.03526528790036	342.89382572427894	342.89382572427894	342.89382572427894	255.75309423518905	255.75309423518905	255.75309423518905	214.24254005818864	214.24254005818864	214.24254005818864	301.0734247670622	301.0734247670622	301.0734247670622	285.32257216200236	292.21756030926167	299.110688473706	560.244045512676	560.244045512676	560.244045512676	
load_truck_[8]	888.1452297903675	888.1452297903675	888.1452297903675	217.24651107998264	217.24651107998264	217.24651107998264	241.6207620096895	241.6207620096895	241.6207620096895	383.4074093145409	383.4074093145409	383.4074093145409	531.9439586504513	531.9439586504513	531.9439586504513	912.8550961575307	912.8550961575307	912.8550961575307	780.1740792853245	780.1740792853245	780.1740792853245	382.3707007741371	382.3707007741371	382.3707007741371	528.7159800661374	528.7159800661374	528.7159800661374	696.9657202107752	696.9657202107752	696.9657202107752	311.91310930102287	311.91310930102287	311.91310930102287	498.5120171895206	498.5120171895206	498.5120171895206	457.0002495971348	457.0002495971348	457.0002495971348	523.1342371210336	523.1342371210336	523.1342371210336	237.05671142434295	230.06008779802136	223.05888407682866	107.94976578849476	107.94976578849476	107.94976578849476	
stockMission_A[4]	575.3021021916667	575.3021021916667	575.3021021916667	521.0209944541409	521.0209944541409	521.0209944541409	557.3963022778454	557.3963022778454	557.3963022778454	306.21196801781025	306.21196801781025	306.21196801781025	480.2830610388365	480.2830610388365	480.2830610388365	600.0119685588297	600.0119685588297	600.0119685588297	457.0377145433309	457.0377145433309	457.0377145433309	241.30503150791748	241.30503150791748	241.30503150791748	305.8648885625975	305.8648885625975	305.8648885625975	491.34981456569403	491.34981456569403	491.34981456569403	257.1433766969555	257.1433766969555	257.1433766969555	486.5835014670322	486.5835014670322	486.5835014670322	445.07294729003183	445.07294729003183	445.07294729003183	531.9038319989052	531.9038319989052	531.9038319989052	409.17231686710807	416.0673050143674	422.9604331788117	542.6325085101904	542.6325085101904	542.6325085101904	
stockMission_A[2]	263.6580294174639	263.6580294174639	263.6580294174639	1057.2946845694112	1057.2946845694112	1057.2946845694112	1110.9831411161376	1110.9831411161376	1110.9831411161376	631.418847532205	631.418847532205	631.418847532205	452.84650317180973	452.84650317180973	452.84650317180973	390.21190949207335	390.21190949207335	390.21190949207335	394.4958588495939	394.4958588495939	394.4958588495939	675.048885171662	675.048885171662	675.048885171662	577.4634129851307	577.4634129851307	577.4634129851307	403.90496713625333	403.90496713625333	403.90496713625333	749.7772044140447	749.7772044140447	749.7772044140447	392.696350288835	392.696350288835	392.696350288835	434.23825150046446	434.23825150046446	434.23825150046446	355.0066187015197	355.0066187015197	355.0066187015197	637.4836317921798	644.3786199394391	651.2717481038834	924.9397117505538	924.9397117505538	924.9397117505538	
stockMission_A[0]	711.5814160550799	711.5814160550799	711.5814160550799	438.49353908484096	438.49353908484096	438.49353908484096	492.5048149294649	492.5048149294649	492.5048149294649	196.55035843596096	196.55035843596096	196.55035843596096	345.0869077718715	345.0869077718715	345.0869077718715	736.2912824222432	736.2912824222432	736.2912824222432	593.3170284067445	593.3170284067445	593.3170284067445	195.51364989555697	195.51364989555697	195.51364989555697	341.8589291875573	341.8589291875573	341.8589291875573	510.1086693321952	510.1086693321952	510.1086693321952	116.27827631960375	116.27827631960375	116.27827631960375	311.6549663109407	311.6549663109407	311.6549663109407	270.143198718555	270.143198718555	270.143198718555	349.24590950896715	349.24590950896715	349.24590950896715	139.56192195148137	146.45691009874068	153.35003826318496	291.6993875778162	291.6993875778162	291.6993875778162	
stockMission_A[1]	774.3003682575414	774.3003682575414	774.3003682575414	369.1660042251535	369.1660042251535	369.1660042251535	422.8544607718791	422.8544607718791	422.8544607718791	259.26931063842244	259.26931063842244	259.26931063842244	407.805859974333	407.805859974333	407.805859974333	626.1935573380365	626.1935573380365	626.1935573380365	656.035980609206	656.035980609206	656.035980609206	195.87503725868348	195.87503725868348	195.87503725868348	397.4502443959185	397.4502443959185	397.4502443959185	572.8276215346567	572.8276215346567	572.8276215346567	78.13631194742091	78.13631194742091	78.13631194742091	374.3739185134022	374.3739185134022	374.3739185134022	332.86215092101645	332.86215092101645	332.86215092101645	412.0022367888234	412.0022367888234	412.0022367888234	230.16525211757346	237.06024026483277	243.95336842927705	390.777518281203	390.777518281203	390.777518281203	
load_truck_[5]	695.5510904822273	695.5510904822273	695.5510904822273	416.38447274871106	416.38447274871106	416.38447274871106	470.07292929543667	470.07292929543667	470.07292929543667	180.52003286310836	180.52003286310836	180.52003286310836	329.05658219901886	329.05658219901886	329.05658219901886	720.2609568493906	720.2609568493906	720.2609568493906	577.286702833892	577.286702833892	577.286702833892	145.0471712771776	145.0471712771776	145.0471712771776	325.8286036147047	325.8286036147047	325.8286036147047	494.07834375934254	494.07834375934254	494.07834375934254	108.86699259334422	108.86699259334422	108.86699259334422	295.62464073808815	295.62464073808815	295.62464073808815	254.1128731457024	254.1128731457024	254.1128731457024	333.21558393611457	333.21558393611457	333.21558393611457	123.53159637862878	130.42658452588807	137.31971269033235	373.19215243783003	373.19215243783003	373.19215243783003	
load_truck_[7]	477.6894245560153	477.6894245560153	477.6894245560153	670.500842292743	670.500842292743	670.500842292743	724.189298839469	724.189298839469	724.189298839469	278.2142875789262	278.2142875789262	278.2142875789262	212.54936827952378	212.54936827952378	212.54936827952378	502.3992909231782	502.3992909231782	502.3992909231782	448.0377466675583	448.0377466675583	448.0377466675583	288.2550428949939	288.2550428949939	288.2550428949939	374.65064251780456	374.65064251780456	374.65064251780456	273.17606117521854	273.17606117521854	273.17606117521854	362.9833621373766	362.9833621373766	362.9833621373766	112.97893262437333	112.97893262437333	112.97893262437333	154.51984175076984	154.51984175076984	154.51984175076984	112.67843188668118	112.67843188668118	112.67843188668118	238.70847585183608	245.6034639990954	252.49659216353967	526.1645558102098	526.1645558102098	526.1645558102098	
stockMission_A[6]	456.69565721113594	456.69565721113594	456.69565721113594	612.1017955133802	612.1017955133802	612.1017955133802	665.7902520601059	665.7902520601059	665.7902520601059	152.7595872471843	152.7595872471843	152.7595872471843	253.16075810425613	253.16075810425613	253.16075810425613	481.4055235782989	481.4055235782989	481.4055235782989	338.4312695628	338.4312695628	338.4312695628	215.03426408418136	215.03426408418136	215.03426408418136	94.95830670002104	94.95830670002104	94.95830670002104	372.74336958516324	372.74336958516324	372.74336958516324	304.58431535801344	304.58431535801344	304.58431535801344	208.29657455426337	208.29657455426337	208.29657455426337	166.78480696187765	166.78480696187765	166.78480696187765	245.9248928296845	245.9248928296845	245.9248928296845	239.88542480163676	246.78041294889607	253.67354111334035	514.8068981523102	514.8068981523102	514.8068981523102	
load_truck_[6]	920.9895990438599	920.9895990438599	920.9895990438599	184.30759902194464	184.30759902194464	184.30759902194464	208.68184995165157	208.68184995165157	208.68184995165157	416.2517785680337	416.2517785680337	416.2517785680337	564.7883279039442	564.7883279039442	564.7883279039442	945.6994654110232	945.6994654110232	945.6994654110232	813.0184485388172	813.0184485388172	813.0184485388172	415.21507002762985	415.21507002762985	415.21507002762985	561.5603493196301	561.5603493196301	561.5603493196301	729.8100894642688	729.8100894642688	729.8100894642688	344.82037769335176	344.82037769335176	344.82037769335176	531.3563864430133	531.3563864430133	531.3563864430133	489.8446188506276	489.8446188506276	489.8446188506276	555.9786063745264	555.9786063745264	555.9786063745264	269.9010806778358	262.90445705151416	255.90325333032146	75.01085373045674	75.01085373045674	75.01085373045674	
