unload_truck_[1]	stockMission_A[3]	SOURCE	unload_truck_[2]	stockMission_A[4]	load_truck_[4]	load_truck_[3]	stockMission_A[0]	stockMission_A[2]	stockMission_A[1]	stockMission_A[5]	
unload_truck_[1]	424.5987480931378	424.5987480931378	340.9428802893342	340.9428802893342	432.01964864895433	438.9146367962136	706.9411219996282	706.9411219996282	909.1154892998644	909.1154892998644	601.0074763625688	601.0074763625688	589.8382301431947	589.8382301431947	520.206927578802	520.206927578802	458.8803351271394	458.8803351271394	526.8775090483764	526.8775090483764	445.323417505586	445.323417505586	
stockMission_A[3]	349.24590950896715	349.24590950896715	196.4180984580006	196.4180984580006	139.56192195148137	146.45691009874068	291.6993875778162	291.6993875778162	628.8937455597205	628.8937455597205	235.55396655790986	235.55396655790986	194.94259034702344	194.94259034702344	547.8440266300232	547.8440266300232	515.7647519457163	515.7647519457163	91.30989012811375	91.30989012811375	63.742904478648384	63.742904478648384	
SOURCE	305.9682204482347	312.863208595494	178.643739271482	185.5387274187413	0.0	0.0	307.34677470991784	300.3501510835962	644.541132691822	637.5445090655003	355.22953542782045	362.12452357507965	314.61815921693403	321.51314736419323	493.7067776755209	500.60176582278024	465.1102374462154	472.0052255934747	196.31953866593398	203.21452681319326	135.09133162159458	141.9863197688539	
unload_truck_[2]	763.0467964770646	763.0467964770646	514.6826057291854	514.6826057291854	513.4624265824202	506.4658029560986	206.0887455314826	206.0887455314826	130.9800925546009	130.9800925546009	359.5514391876864	359.5514391876864	301.8868980833976	301.8868980833976	973.7799332198385	973.7799332198385	941.7006585355315	941.7006585355315	405.43502478712037	405.43502478712037	463.37140040592385	463.37140040592385	
stockMission_A[4]	412.0022367888234	412.0022367888234	163.63804604094423	163.63804604094423	230.16525211757346	237.06024026483277	390.777518281203	390.777518281203	559.2433914021349	559.2433914021349	202.5072282126369	202.5072282126369	161.8958520017505	161.8958520017505	622.7353735315975	622.7353735315975	590.6560988472904	590.6560988472904	115.42291878456663	115.42291878456663	130.67168378837627	130.67168378837627	
load_truck_[4]	61.7058186688792	61.7058186688792	346.5398183290216	346.5398183290216	330.12409350097545	337.01908164823476	617.580173459349	617.580173459349	917.9585563413085	917.9585563413085	561.2223931518108	561.2223931518108	520.6110169409243	520.6110169409243	244.28876273142197	244.28876273142197	221.2044099858041	221.2044099858041	457.65029584610636	457.65029584610636	368.93119223182106	368.93119223182106	
load_truck_[3]	78.33002581992439	78.33002581992439	280.1518316042534	280.1518316042534	289.2768117278157	296.17179987507495	564.1982850784894	564.1982850784894	851.5705696165404	851.5705696165404	494.8344064270426	494.8344064270426	454.22303021615625	454.22303021615625	289.0631625626985	289.0631625626985	287.6375402140504	287.6375402140504	391.2623091213382	391.2623091213382	302.58058058444743	302.58058058444743	
stockMission_A[0]	718.3973785865394	718.3973785865394	578.5382908020867	578.5382908020867	432.3198528898487	425.323229263527	174.56356499702258	174.56356499702258	180.7130721178903	180.7130721178903	417.3888752236787	417.3888752236787	359.72433411938994	359.72433411938994	906.1359358138257	906.1359358138257	877.53939558452	877.53939558452	463.2724608231127	463.2724608231127	445.86309682273446	445.86309682273446	
stockMission_A[2]	733.9614360444963	733.9614360444963	485.59724529661736	485.59724529661736	484.37706614985217	477.3804425235305	177.0033850989144	177.0033850989144	160.04261004763254	160.04261004763254	330.46607875511836	330.46607875511836	272.8015376508295	272.8015376508295	944.6945727872702	944.6945727872702	912.615298102963	912.615298102963	376.3496643545523	376.3496643545523	434.28603997335574	434.28603997335574	
stockMission_A[1]	963.3189006191607	963.3189006191607	714.9547098712815	714.9547098712815	689.6163529958797	682.619729369558	420.58347905835143	420.58347905835143	99.94013406259309	99.94013406259309	503.12359974751007	503.12359974751007	502.1590022254938	502.1590022254938	1163.4324359198567	1163.4324359198567	1134.8358956905508	1134.8358956905508	605.7071289292161	605.7071289292161	703.1595969287652	703.1595969287652	
stockMission_A[5]	355.0066187015197	355.0066187015197	675.9533337341056	675.9533337341056	637.4836317921798	644.3786199394391	924.9397117505538	924.9397117505538	1247.3720717463957	1247.3720717463957	890.6359085568948	890.6359085568948	850.0245323460086	850.0245323460086	139.639800911098	139.639800911098	194.26505266629977	194.26505266629977	787.0638112511904	787.0638112511904	813.8010583162834	813.8010583162834	
